iso3c,Country,region,year,population,Total motor vehicles,EV_adoption,grid_g_per_kwh,ev_g_per_km,co2_total_mt,co2_transport_mt,delta_adoption,annual_km_total,km_shifted,avoided_Mt
BGD,Bangladesh,,2022,169384896.99999985,45687000,0.0,,,124.0779,13.26,0.5,548244000000.0,274122000000.0,
BIH,Bosnia and Herzegovina,,2022,3204801.9999999986,14664172,0.0,,,22.712700000000005,4.3349,0.5,175970064000.0,87985032000.0,
CHL,Chile,,2023,19658835.0,4750000,0.02,,,83.99919999999999,31.9471,0.48,57000000000.0,27360000000.0,
CHN,China,,2023,1410710000.0000007,318034000,1.41,,,13259.639000000005,1077.7615,0.0,3816408000000.0,0.0,
COL,Colombia,,2023,52321151.999999925,5659000,0.01,,,100.86270000000002,36.7,0.49,67908000000.0,33274920000.0,
DNK,Denmark,,2023,5946951.999999998,3147000,1.97,,,26.772900000000003,11.2366,0.0,37764000000.0,0.0,
DOM,Dominican Republic,,2022,11230734.000000002,15637250,0.0,,,29.6442,7.9774,0.5,187647000000.0,93823500000.0,
GIB,Gibraltar,,2015,33193.00000000001,14664172,0.0,,,0.5872,0.4193,0.5,175970064000.0,87985032000.0,
GRC,Greece,,2023,10405588.000000011,6491000,0.05,,,51.67399999999999,17.5708,0.45,77892000000.0,35051400000.0,
GTM,Guatemala,,2022,17847877.000000007,15637250,0.0,,,19.9773,10.8358,0.5,187647000000.0,93823500000.0,
HRV,Croatia,,2023,3859685.999999999,1940000,0.03,,,17.4565,6.8918,0.47,23280000000.0,10941600000.0,
IDN,Indonesia,,2023,281190066.99999976,21114000,0.0,,,674.5359,149.5385,0.5,253368000000.0,126684000000.0,
IRL,Ireland,,2023,5307600.000000004,2672000,0.02,,,32.4826,11.1129,0.48,32064000000.0,15390720000.0,
IRN,"Iran, Islamic Rep.",,2023,90608707.00000012,15962000,0.0,,,778.8023000000001,138.699,0.5,191544000000.0,95772000000.0,
ISR,Israel,,2022,9557500.000000011,3540000,0.53,,,62.85410000000002,18.6766,0.0,42480000000.0,0.0,
ITA,Italy,,2023,58993475.0000001,44999000,0.22,,,305.4902,102.7268,0.28,539988000000.0,151196640000.0,
KAZ,Kazakhstan,,2023,20330104.000000004,4282000,0.01,,,239.8671,23.5608,0.49,51384000000.0,25178160000.0,
KGZ,Kyrgyz Republic,,2022,6975219.999999998,14664172,0.0,,,10.311,1.7047,0.5,175970064000.0,87985032000.0,
LVA,Latvia,,2023,1877444.9999999988,14664172,0.0,,,6.551099999999999,3.0638,0.5,175970064000.0,87985032000.0,
MAR,Morocco,,2022,37329064.000000045,4120000,0.01,,,70.29689999999998,17.5324,0.49,49440000000.0,24225600000.0,
MKD,North Macedonia,,2022,1831712.0,14664172,0.0,,,8.384,2.4636,0.5,175970064000.0,87985032000.0,
MMR,Myanmar,,2023,54133797.99999999,50952500,0.0,,,33.3684,5.3645,0.5,611430000000.0,305715000000.0,
MYS,Malaysia,,2023,35126297.99999997,17748000,0.0,,,283.3235,66.3485,0.5,212976000000.0,106488000000.0,
NOR,Norway,,2023,5519593.999999996,3416000,14.34,,,44.0652,13.4938,0.0,40992000000.0,0.0,
NZL,New Zealand,,2023,5244999.999999999,4398000,0.52,,,35.7951,15.9996,0.0,52776000000.0,0.0,
PAN,Panama,,2022,4400772.999999997,15637250,0.0,,,11.9981,5.2779,0.5,187647000000.0,93823500000.0,
PER,Peru,,2022,33475437.99999998,2945000,0.02,,,57.011299999999984,23.1808,0.48,35340000000.0,16963200000.0,
PHL,Philippines,,2022,113964337.99999982,4317000,0.01,,,150.63870000000003,34.8475,0.49,51804000000.0,25383960000.0,
POL,Poland,,2023,36687353.00000006,29237000,0.06,,,286.90679999999986,67.9125,0.44,350844000000.0,154371360000.0,
PRT,Portugal,,2023,10578173.999999989,6591000,0.74,,,36.17130000000001,15.7814,0.0,79092000000.0,0.0,
ROU,Romania,,2023,19059479.000000004,8517000,0.01,,,70.77330000000002,20.7788,0.49,102204000000.0,50079960000.0,
RWA,Rwanda,,2022,13651030.000000011,10971500,0.01,,,1.6222,0.5961,0.49,131658000000.0,64512420000.0,
THA,Thailand,,2023,71702435.0,19773000,0.0,,,274.16,79.7893,0.5,237276000000.0,118638000000.0,
TUR,Turkiye,,2023,85325965.00000007,18512000,0.02,,,438.3156,95.0401,0.48,222144000000.0,106629120000.0,
UZB,Uzbekistan,,2023,35652306.99999998,14664172,0.0,,,137.90009999999995,16.3187,0.5,175970064000.0,87985032000.0,
VNM,Viet Nam,,2023,100352192.00000018,4785000,0.01,,,372.9485000000001,39.3183,0.49,57420000000.0,28135800000.0,
